original_cfs,true_cf,improved_cfs,feasible_cf
CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,True,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,False
CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,True,CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,False
C#C1#C2#P3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],True,C#C1#C2#P3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],False
CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)[NH+]7CCCCC7,True,CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)[NH+]7CCCCC7,False
CC1=CC2=CP3=C4O6C7=NN1[Au]34C13=FC4=CC#C#C#H#Al489(=O)CC184#Ca51(=Cr#H#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],True,CC1=CC2=CP3=C4O6C7=NN1[Au]34C13=FC4=CC#C#C#H#Al489(=O)CC184#Ca51(=Cr#H#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],False
CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,True,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,False
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,True,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,False
CC1=CC2=C(C=C1)N=C(N)N2C3=CC=CC=C3O,True,CC1=CC2=C(C=C1)N=C(N)N2C3=CC=CC=C3O,False
CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C,True,CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C,False
CC1=CC2=CC=3OCC4=CC=C([Au]C3=C1F)C=C4[H]C#C5C6P7C8C9O6N1C2[Au]34C13F[H]#[Al]489(O)CC184#[Ca]51(#[Cr][H]N1C4F#F)O369F#O1C2C#C71.NClCl.OO[AlH3],True,CC1=CC2=CC=3OCC4=CC=C([Au]C3=C1F)C=C4[H]C#C5C6P7C8C9O6N1C2[Au]34C13F[H]#[Al]489(O)CC184#[Ca]51(#[Cr][H]N1C4F#F)O369F#O1C2C#C71.NClCl.OO[AlH3],False
CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,True,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,False
C#C1#C2#C3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],True,C#C1#C2#C3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],False
C#C1#C2#P3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],True,C#C1#C2#P3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],False
C#C1#C2#C3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],True,C#C1#C2#C3#C45O67#CNN1[Au]34C13#F#C4#[H]#[Al]489(#O)CC184#[Ca]51(#[Cr][H]#N1C4F#F)O369F#O1C2#C#71.NCl#Cl.O#O.[AlH3],False
